,state,city_href,room_href,review_number,review,room_title,room_description,room_address
13,alabama,/auburn,/auburn/quests/auburn-escape-zones-vault,0,"We had a blast! Such a nice, friendly staff! Challenging but fun adventure for the whole family!","Escape room ""Vault"" by Auburn Escape Zones in Auburn",Description:It’s Grand Opening day at the new branch and people are enjoying their bank tours.  Suddenly and alarm sounds and the vault door seals with visitors inside.  The alarm company has provided a way to bypass everything but the same problem that caused the alarm is preventing them from being able to call you.  Search out the clues and work together to open the vault door before time runs out.,"1234 Commerce Dr Auburn, AL 36830 (Show on map)"
14,alabama,/auburn,/auburn/quests/auburn-escape-zones-vault,1,"It was extremely challenging, the perfect birthday gift for my boyfriend!!!!","Escape room ""Vault"" by Auburn Escape Zones in Auburn",Description:It’s Grand Opening day at the new branch and people are enjoying their bank tours.  Suddenly and alarm sounds and the vault door seals with visitors inside.  The alarm company has provided a way to bypass everything but the same problem that caused the alarm is preventing them from being able to call you.  Search out the clues and work together to open the vault door before time runs out.,"1234 Commerce Dr Auburn, AL 36830 (Show on map)"
15,alabama,/auburn,/auburn/quests/auburn-escape-zones-vault,2,"Auburn Escape Zones is so much fun!! Corrie and Sarah T. are so cool and super sweet! The rooms are so much fun and will puzzle you with all the different clues. Me and some friends have done every room and I would recommend every one of them!! Such a cool thing to do whether it’s rain, shine, or snow.","Escape room ""Vault"" by Auburn Escape Zones in Auburn",Description:It’s Grand Opening day at the new branch and people are enjoying their bank tours.  Suddenly and alarm sounds and the vault door seals with visitors inside.  The alarm company has provided a way to bypass everything but the same problem that caused the alarm is preventing them from being able to call you.  Search out the clues and work together to open the vault door before time runs out.,"1234 Commerce Dr Auburn, AL 36830 (Show on map)"
16,alabama,/auburn,/auburn/quests/auburn-escape-zones-black-beards-brig,0,Had my son's birthday party here and they were very accommodating to everyone in the group. They completed the pirate room and had a great time.We can't wait to go back with friends.,"Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn","Description:Ahoy Matey! Your crew has been captured by Black Beard's pirates! For the next 60 minutes, they'll be away on another ship to pillage and plunder. Locked inside the brig, you have an hour before the pirates return and make you walk the plank. Can you find a way escape or will you face a watery grave?
The game difficulty can be simplified for younger audiences.","1234 Commerce Dr Auburn, AL 36830 (Show on map)"
17,alabama,/auburn,/auburn/quests/auburn-escape-zones-black-beards-brig,1,"My first escape room was the Pirate room and it absolutely got me hooked. Even as a new player, I was able to contribute and we successfully escaped the room. When I had gained more experience, we came back for the cabin room and it was a blast. The decor and immersive story really enhance the experience overall and it is my favorite room so far. ","Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn","Description:Ahoy Matey! Your crew has been captured by Black Beard's pirates! For the next 60 minutes, they'll be away on another ship to pillage and plunder. Locked inside the brig, you have an hour before the pirates return and make you walk the plank. Can you find a way escape or will you face a watery grave?
The game difficulty can be simplified for younger audiences.","1234 Commerce Dr Auburn, AL 36830 (Show on map)"
18,alabama,/auburn,/auburn/quests/auburn-escape-zones-black-beards-brig,2,"My co-workers and I had a great time at Auburn Escape Zones! The rooms were challenging, yet still fun for both beginners and puzzle experts. This is a great way to spend an hour or two with a group in Auburn. The staff was very friendly and I can't wait to go back! ","Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn","Description:Ahoy Matey! Your crew has been captured by Black Beard's pirates! For the next 60 minutes, they'll be away on another ship to pillage and plunder. Locked inside the brig, you have an hour before the pirates return and make you walk the plank. Can you find a way escape or will you face a watery grave?
The game difficulty can be simplified for younger audiences.","1234 Commerce Dr Auburn, AL 36830 (Show on map)"
19,alabama,/auburn,/auburn/quests/auburn-escape-zones-black-beards-brig,3,"This was such a fun surprise for my husband's 30th birthday! We enjoyed the pirate room, and it was perfect for people with a variety of puzzle experience! Will definitely be coming back!!!","Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn","Description:Ahoy Matey! Your crew has been captured by Black Beard's pirates! For the next 60 minutes, they'll be away on another ship to pillage and plunder. Locked inside the brig, you have an hour before the pirates return and make you walk the plank. Can you find a way escape or will you face a watery grave?
The game difficulty can be simplified for younger audiences.","1234 Commerce Dr Auburn, AL 36830 (Show on map)"
20,alabama,/auburn,/auburn/quests/auburn-escape-zones-black-beards-brig,4,"Went with a work group for a team building event. Our group of 8 escaped the Blackbeard room! It seems like the ideal number of people is 5-6 - 8 was a bit chaotic and crowded, but we all had a great time and everyone contributed to the escape. The staff was terrific, very friendly and encouraging. I will definitely go back! Highly recommended!","Escape room ""Black Beard's Brig"" by Auburn Escape Zones in Auburn","Description:Ahoy Matey! Your crew has been captured by Black Beard's pirates! For the next 60 minutes, they'll be away on another ship to pillage and plunder. Locked inside the brig, you have an hour before the pirates return and make you walk the plank. Can you find a way escape or will you face a watery grave?
The game difficulty can be simplified for younger audiences.","1234 Commerce Dr Auburn, AL 36830 (Show on map)"
21,alabama,/birm,/birm/quests/Locked-In-THE-LABORATORY,0,I love escape rooms I've done tons in Los Angeles and came here with my family in Alabama. It's worth it! The puzzles for the lab are challenging and the people are great!,"Escape room ""The Laboratory"" by Locked In in Birmingham","Description:A virus outbreak has quarantined the building and the only scientist that can help has disappeared. The virus is spreading fast, and you only have an hour before the contamination can't be contained. Using the clues left behind in the laboratory, your team must create an antidote and find a way to escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
22,alabama,/birm,/birm/quests/Locked-In-THE-LABORATORY,1,"Really enjoyed our game. We did the Laboratory and while we were close, we didn't make it out. Game was fun, and really challenging. Would recommend the Warehouse first then work your way up through the tougher difficulties. We will be back to finish the other two rooms!","Escape room ""The Laboratory"" by Locked In in Birmingham","Description:A virus outbreak has quarantined the building and the only scientist that can help has disappeared. The virus is spreading fast, and you only have an hour before the contamination can't be contained. Using the clues left behind in the laboratory, your team must create an antidote and find a way to escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
23,alabama,/birm,/birm/quests/Locked-In-THE-LABORATORY,2,We were in town for a gymnastics competition and decided to try this. There were 4 adults and 4 teenage girls in our group. We had a blast. So much fun. We did the laboratory room. We escaped with 2 minutes and 10 seconds left!,"Escape room ""The Laboratory"" by Locked In in Birmingham","Description:A virus outbreak has quarantined the building and the only scientist that can help has disappeared. The virus is spreading fast, and you only have an hour before the contamination can't be contained. Using the clues left behind in the laboratory, your team must create an antidote and find a way to escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
24,alabama,/birm,/birm/quests/Locked-In-THE-LABORATORY,3,"Came with my friend and her family for her birthday. We did the lab which has a 33% success rate. The timer started and we all went in different directions, each working on something different but ending up helping each other through problems. Finished with 14:41 to spare. It was challenging but totally fun. Can't wait to do the other rooms.","Escape room ""The Laboratory"" by Locked In in Birmingham","Description:A virus outbreak has quarantined the building and the only scientist that can help has disappeared. The virus is spreading fast, and you only have an hour before the contamination can't be contained. Using the clues left behind in the laboratory, your team must create an antidote and find a way to escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
25,alabama,/birm,/birm/quests/Locked-In-THE-LABORATORY,4,"Oh, so close!Visiting from Pennsylvania, and our hosts made reservations for the Laboratory. I'm thinking, ""there's an hour of my life I'll never get back."" Boy, was I wrong!This was SO much fun! It was a challenge both to get the clues, but also to work cooperatively! Academic intelligence isn't necessarily a necessity to make it through in time, but being able to converse is essential!I'm looking forward to returning and trying to make it out of another room.","Escape room ""The Laboratory"" by Locked In in Birmingham","Description:A virus outbreak has quarantined the building and the only scientist that can help has disappeared. The virus is spreading fast, and you only have an hour before the contamination can't be contained. Using the clues left behind in the laboratory, your team must create an antidote and find a way to escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
26,alabama,/birm,/birm/quests/locked-in-birm-the-classroom,0,Had a great time as we worked to escape the Classroom. Definitely recommend it!,"Escape room ""The Classroom"" by Locked In in Birmingham","Description:You've woken up in what seems to be an abandoned classroom. Looking around, you try to make sense of things and notice a cryptic riddle on the blackboard. A message next to it warns you that nothing is as it seems. It will take more than extra credit to solve this mystery and escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
27,alabama,/birm,/birm/quests/locked-in-birm-the-classroom,1,"What a great experience we had doing the Classroom at Locked In! It was challenging, unique and tons of fun! We had a blast and got out with 2 minutes to spare! The staff members were friendly and welcoming! Highly recommended for a night out!","Escape room ""The Classroom"" by Locked In in Birmingham","Description:You've woken up in what seems to be an abandoned classroom. Looking around, you try to make sense of things and notice a cryptic riddle on the blackboard. A message next to it warns you that nothing is as it seems. It will take more than extra credit to solve this mystery and escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
28,alabama,/birm,/birm/quests/locked-in-birm-the-classroom,2,"We went this past Saturday to celebrate my birthday that was on Monday. We did the classroom (the one with the least success rate) and to my surprise, we made it out with 5:25 left! We had an awesome time and can't wait to try the other rooms! So glad we went and tried it!","Escape room ""The Classroom"" by Locked In in Birmingham","Description:You've woken up in what seems to be an abandoned classroom. Looking around, you try to make sense of things and notice a cryptic riddle on the blackboard. A message next to it warns you that nothing is as it seems. It will take more than extra credit to solve this mystery and escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
29,alabama,/birm,/birm/quests/locked-in-birm-the-classroom,3,Had a great time as we worked to escape 'the Classroom.' Definitely recommend it!,"Escape room ""The Classroom"" by Locked In in Birmingham","Description:You've woken up in what seems to be an abandoned classroom. Looking around, you try to make sense of things and notice a cryptic riddle on the blackboard. A message next to it warns you that nothing is as it seems. It will take more than extra credit to solve this mystery and escape!","2808 7th Ave S Birmingham, AL 35233 (Show on map)"
30,alabama,/birm,/birm/quests/Locked-In-THE-WAREHOUSE,0,"It was a lot of fun. We did the Warehouse. We didn't escape, though. We had one more clue to unlock to get there. Only complaint would be getting joined with people we didn't know. I understand that is part of the drawback when having a small group, but it does make the experience a little less enjoyable. Other than that, we had a great time and plan to play more in the future.","Escape room ""The Warehouse"" by Locked In in Birmingham",Description:You and your partner have been working together for a secret government warehouse. A conspiracy case has taken a wrong turn and your partner is forced to go into hiding after uncovering classified information. Follow the trail of clues he left behind and recover the item he hid before big brother finds you!,"2808 7th Ave S Birmingham, AL 35233 (Show on map)"
31,alabama,/birm,/birm/quests/Locked-In-THE-WAREHOUSE,1,We loved it! The warehouse was so much fun. My 15-year-old son was under the impression he was not going to have fun. But he hated to admit he had a blast with his mom and dad here. Such an awesome place! We highly recommend coming here.,"Escape room ""The Warehouse"" by Locked In in Birmingham",Description:You and your partner have been working together for a secret government warehouse. A conspiracy case has taken a wrong turn and your partner is forced to go into hiding after uncovering classified information. Follow the trail of clues he left behind and recover the item he hid before big brother finds you!,"2808 7th Ave S Birmingham, AL 35233 (Show on map)"
32,alabama,/birm,/birm/quests/Locked-In-THE-WAREHOUSE,2,"My husband and I had the pleasure of being Locked In. It was a wonderful experience. Although it was just the two of us that booked that time, we made it out with only 4 minutes left. I recommend everyone (all ages) go and experience being Locked In & ESCAPE!","Escape room ""The Warehouse"" by Locked In in Birmingham",Description:You and your partner have been working together for a secret government warehouse. A conspiracy case has taken a wrong turn and your partner is forced to go into hiding after uncovering classified information. Follow the trail of clues he left behind and recover the item he hid before big brother finds you!,"2808 7th Ave S Birmingham, AL 35233 (Show on map)"
33,alabama,/birm,/birm/quests/nightmare-at-3008-3008-house,0,This place was great!!! We had an absolute blast!! Very interactive and a great staff!!! Thanks!!!,"Escape room ""House Of Voodoo"" by Nightmare at 3008 in Birmingham","Description:Come see the House of Voodoo! Laissez les bons temps rouler! (Let the good times roll!) You are about to experience the good and the bad of the bayou. Be careful and DO NOT look into the eyes of the lost, you may get caught up and your soul will become ours!","1731 Decatur Hwy Coalburg, AL 35068 (Show on map)"
34,alabama,/birm,/birm/quests/nightmare-at-3008-camp-mary-lee,0,A group of us from The Haunt At Camp Liberty came to check it out and had the best time! It was intense and scary and honestly one of the best haunts I've ever been to. They're doing something amazing here. The staff was very friendly and the actors were very skilled! definitely recommend this place.,"Escape room ""Camp Mary Lee"" by Nightmare at 3008 in Birmingham","Description:In 1870, Camp Mary Lee was formed with brothel houses and saloons. It was named after Mary Lee Boyle, whose husband died from being trapped in the mines. It is said that Mary went crazy looking for her love. 

     By 1910 the prohibition fueled a number of fights and feuds in the camp, while brothers, Arthur and Walter Jones, claimed responsibility for more than 100 murders in the area. This is now known as Bloody Beat 22.

     Some say that can still hear the children of the camp playing in the woods, while others claim that they can hear the screams from Bloody Beat 22. 

Come visit Camp Mary, but beware of the Jones Brother spirits.","1731 Decatur Hwy Coalburg, AL 35068 (Show on map)"
35,alabama,/birm,/birm/quests/nightmare-at-3008-the-underground,0,None,"Escape room ""The Underground"" by Nightmare at 3008 in Birmingham","Description:Watch out for cat-calling creeps and trouble makers. Walk down the foul streets, stop in a sleazy club or stay the night in a roach motel. Whatever your poison, The Underground is sure to repulse as vile characters make you one of their own. ","1731 Decatur Hwy Coalburg, AL 35068 (Show on map)"
36,alabama,/birm,/birm/quests/train-escape-sabotage,0,"We've done many escape games and this is one of our favorites! We successfully completed Operation Sabotage. It was fun, surprising and challenging! It was clean and our host was very nice and helpful. One time, a key was shaken out of a lockbox and he reminded us 'you have to unlock the box to get the key,' so he was clearly watching what we were doing. (We weren't trying to cheat. Haha.) It was a great time and we will return to try another game!","Escape room ""Sabotage"" by Train Escape in Birmingham","Description:Can you go deep behind enemy territory and stop a missile strike which endangers the safety of the entire world? Your elite team has infiltrated the enemies' train. There are 60 minutes before launch, you need to break into the locomotive control center and prevent it, or the consequence will be catastrophic. You can not leave the room the same way you entered or you will be apprehended by the enemy! Your country is counting on you!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
37,alabama,/birm,/birm/quests/train-escape-sabotage,1,"Our group was there for a friends bachelor weekend and he wanted a unique escape room. Train Escape has their rooms in train cars and was great for what we were looking for. We had a group of 9 total. The couple at Train Escape managed to have us split into two groups and use both rooms. After talking with them, they told us about a third room they were opening that we would definitely try to come back for.","Escape room ""Sabotage"" by Train Escape in Birmingham","Description:Can you go deep behind enemy territory and stop a missile strike which endangers the safety of the entire world? Your elite team has infiltrated the enemies' train. There are 60 minutes before launch, you need to break into the locomotive control center and prevent it, or the consequence will be catastrophic. You can not leave the room the same way you entered or you will be apprehended by the enemy! Your country is counting on you!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
38,alabama,/birm,/birm/quests/train-escape-sabotage,2,We had so much fun last night! We brought our kids and our niece and we came so close to breaking out of the Sabotage room. The owners were very friendly and made us feel right at home. Derrick even took extra time at the end to show our 4-year-old around the actual train. We are definitely coming back to do the other room!,"Escape room ""Sabotage"" by Train Escape in Birmingham","Description:Can you go deep behind enemy territory and stop a missile strike which endangers the safety of the entire world? Your elite team has infiltrated the enemies' train. There are 60 minutes before launch, you need to break into the locomotive control center and prevent it, or the consequence will be catastrophic. You can not leave the room the same way you entered or you will be apprehended by the enemy! Your country is counting on you!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
39,alabama,/birm,/birm/quests/train-escape-sabotage,3,"My group of 4 absolutely loved Sabotage! It was somewhat linear while also leaving a lot of room for exploration of codes. The theme was awesome being smashed into a train car with everyone. It gave a real sense of urgency without having to do much to affect us mentally. There were enough red herrings to keep us going down a rabbit hole or two without overwhelming us with useless items and meaningless clues. It's so hard to gush about the room without giving away hints, but I'd say you'd be hard pressed to find something to dislike about Sabotage! Go try it!","Escape room ""Sabotage"" by Train Escape in Birmingham","Description:Can you go deep behind enemy territory and stop a missile strike which endangers the safety of the entire world? Your elite team has infiltrated the enemies' train. There are 60 minutes before launch, you need to break into the locomotive control center and prevent it, or the consequence will be catastrophic. You can not leave the room the same way you entered or you will be apprehended by the enemy! Your country is counting on you!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
40,alabama,/birm,/birm/quests/train-escape-sabotage,4,"Sabotage is an excellent room fun, challenging puzzles. The theming was well done and the story was fun, with a logical flow, and some very cool twists. The idea of an escape room in a train is original, and provides a great atmosphere, as the train element is thoroughly executed throughout the game. I recommend for beginners and enthusiasts alike, and I can't wait to go back to play the other room!","Escape room ""Sabotage"" by Train Escape in Birmingham","Description:Can you go deep behind enemy territory and stop a missile strike which endangers the safety of the entire world? Your elite team has infiltrated the enemies' train. There are 60 minutes before launch, you need to break into the locomotive control center and prevent it, or the consequence will be catastrophic. You can not leave the room the same way you entered or you will be apprehended by the enemy! Your country is counting on you!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
41,alabama,/birm,/birm/quests/train-escape-classified,0,"We had a great time! Unfortunately, we did not break out, but we will definitely come back so we can redeem ourselves!","Escape room ""Classified"" by Train Escape in Birmingham","Description:A nuclear warhead was being transported to a safer location and the train has been overtaken by a terrorist. The conductor has hidden clues for you to decipher to be able to gain access to the engine and stop the train before the weapons enter the wrong hands. No one knows we have secret agents onboard so you must hurry. You have 60 minutes to complete this mission, don’t let the train reach the wrong destination!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
42,alabama,/birm,/birm/quests/train-escape-classified,1,"We had an awesome time at the Train Escape. The owners were friendly and helpful. This was our first experience in an escape room and although we didn't make it out, it was a lot of fun.","Escape room ""Classified"" by Train Escape in Birmingham","Description:A nuclear warhead was being transported to a safer location and the train has been overtaken by a terrorist. The conductor has hidden clues for you to decipher to be able to gain access to the engine and stop the train before the weapons enter the wrong hands. No one knows we have secret agents onboard so you must hurry. You have 60 minutes to complete this mission, don’t let the train reach the wrong destination!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
43,alabama,/birm,/birm/quests/train-escape-classified,2,"So far best date night of 2017!This was our first time attempting an escape room challenge. We honestly had no idea what to expect. We booked the ""Classified Room"" which I thought was great for first timers although we didn't escape :(","Escape room ""Classified"" by Train Escape in Birmingham","Description:A nuclear warhead was being transported to a safer location and the train has been overtaken by a terrorist. The conductor has hidden clues for you to decipher to be able to gain access to the engine and stop the train before the weapons enter the wrong hands. No one knows we have secret agents onboard so you must hurry. You have 60 minutes to complete this mission, don’t let the train reach the wrong destination!","5407 Beacon Drive Suite 101, Irondale, AL 35210 (Show on map)"
44,alabama,/birm,/birm/quests/Locked-In-THE-MUSEUM,0,None,"Escape room ""The Museum"" by Locked In in Birmingham","Description:New proof of a historical treasure has been hidden by the curator and you must find the ""Map"" and escape before he gets back. Puzzles and clues lead the way but you never know what you will find in a museum.","2808 7th Ave S Birmingham, Alabama 35233 (Show on map)"
